date,price
2024-05-13,2215.77
2024-05-14,2215.77
2024-05-15,2215.77
2024-05-16,2215.77
2024-05-17,2301.26
2024-05-20,2164.28
2024-05-21,2137.28
2024-05-22,2230.27
2024-05-23,2238.77
2024-05-24,2261.27
2024-05-27,2230.27
2024-05-28,2222.27
2024-05-29,2203.27
2024-05-30,2271.27
2024-05-31,2231.27
2024-06-03,2409.75
2024-06-04,2409.75
2024-06-05,2409.75
2024-06-06,2409.75
2024-06-07,2409.75
2024-06-11,2409.75
2024-06-12,2409.75
2024-06-13,2409.75
2024-06-14,2409.75
2024-06-17,2409.75
2024-06-18,2225.27
2024-06-19,2225.27
2024-06-20,2211.77
2024-06-21,2189.78
2024-06-24,2189.78
2024-06-25,2159.78
2024-06-26,2180.78
2024-06-27,2180.78
2024-06-28,2180.78
2024-07-01,2006.79
2024-07-02,2006.79
2024-07-03,2006.79
2024-07-04,2006.79
2024-07-05,2006.79
2024-07-08,2006.79
2024-07-09,2006.79
2024-07-10,2006.79
2024-07-11,2006.79
2024-07-12,2006.79
2024-07-15,2249.77
2024-07-16,2205.77
2024-07-17,2200.27
2024-07-18,2143.28
2024-07-19,2130.78
2024-07-22,2106.28
2024-07-23,2106.28
2024-07-24,2047.29
2024-07-25,2047.29
2024-07-26,2037.79
2024-07-29,2033.29
2024-07-30,2033.29
2024-07-31,2014.29
2024-08-01,2014.29
2024-08-02,2014.29
2024-08-05,2014.29
2024-08-06,2014.29
2024-08-07,2014.29
2024-08-08,2014.29
2024-08-09,2014.29
2024-08-12,2014.29
2024-08-13,2017.29
2024-08-14,2017.29
2024-08-15,1868.31
2024-08-16,1849.31
2024-08-19,1818.31
2024-08-20,1856.31
2024-08-21,1890.31
2024-08-22,1896.81
2024-08-23,1882.81
2024-08-26,1864.31
